book_id,authors,author_id
2038,Melissa de la Cruz,981
2039,Robert McCloskey,1447
2040,Colleen Hoover,539
2041,Stephen King,72
2042,Eben Alexander,2042
2043,Terry Pratchett,283
2044,A.J. Jacobs,2044
2045,Frank Herbert,126
2046,Emily Giffin,156
2047,Jean M. Auel,496
2048,Harlan Coben,1138
2049,Beverly Cleary,1590
2050,L.J. Smith,1387
2051,Katherine Dunn,2051
2052,Sophocles,824
2053,Robert Penn Warren,2053
2054,Ann Brashares,120
2055,Harlan Coben,1138
2056,Robert Jordan,330
2057,John Grisham,86
2058,Fredrik Backman,459
2059,Vince Flynn,2059
2060,Brené Brown,2036
2061,Hannah Kent,2061
2062,Sarah Waters,1708
2063,Peter Mayle,2063
2064,Kate DiCamillo,594
2065,Jojo Moyes,112
2066,Martin Cruz Smith,2066
2067,Tara Conklin,2067
2068,Karen Hesse,2068
2069,Meg Cabot,500
2070,Jeff Kinney,392
2071,Elizabeth Wein,2071
2072,Ellen Hopkins,927
2073,Sidney Sheldon,1755
2074,Patricia Cornwell,511
2075,Meg Cabot,500
2076,Anonymous,464
2077,Anna Godbersen,2077
2078,Beatrix Potter,601
2079,Philip Roth,2079
2080,Elizabeth Gilbert,40
2081,Jim Butcher,450
2082,Anonymous,464
2083,Gena Showalter,2083
2084,Neal Stephenson,442
2085,Barbara Kingsolver,100
2086,Terry Pratchett,283
2087,Elizabeth Berg,2087
2088,Jeannette Walls,81
2089,John Irving,325
2090,Laurell K. Hamilton,1086
2091,Nora Roberts,907
2092,Ellen Hopkins,927
2093,Roberto Aguirre-Sacasa,1419
2094,Janet Evanovich,207
2095,Dr. Seuss,157
2096,Bill Martin Jr.,728
2097,Hermann Hesse,180
2098,Kurt Vonnegut Jr.,65
2099,Yoshiki Nakamura,2099
2100,Frank Miller,532
2101,J.K. Rowling,2
2102,Paolo Bacigalupi,2102
2103,Oscar Wilde,95
2104,Stephanie Perkins,363
2105,Ilona Andrews,2105
2106,Jodi Ellen Malpas,1470
2107,Irène Némirovsky,2107
2108,Vincent van Gogh,2108
2109,Terry Pratchett,283
2110,Bryan Lee O'Malley,753
2111,Grant Morrison,2111
2112,Jenny Han,827
2113,David Baldacci,1150
2114,Hillary Jordan,2114
2115,Mark Bowden,2115
2116,V.E. Schwab,2116
2117,David Grann,2117
2118,Brandon Sanderson,389
2119,Trudi Canavan,2119
2120,Michael Scott,923
2121,Lee Child,477
2122,Patricia McCormick,2122
2123,Roald Dahl,158
2124,Jane Smiley,2124
2125,Lloyd Alexander,2125
2126,Patricia Briggs,980
2127,Ian Falconer,2127
2128,Kent Haruf,2128
2129,Daniel Clowes,2129
2130,Amanda Hocking,1560
2131,Ivan Turgenev,2131
2132,Eliyahu M. Goldratt,2132
2133,Geraldine Brooks,901
2134,Claudia Gray,2134
2135,Lee Child,477
2136,Karen Joy Fowler,1212
2137,Ian McEwan,212
2138,Janet Evanovich,207
2139,Ashlee Vance,2139
2140,James S.A. Corey,1263
2141,Rebecca Donovan,1753
2142,Homer,79
2143,Mark Waid,2143
2144,Henri Charrière,2144
2145,Sarah Waters,1708
2146,Chris Colfer,2146
2147,David Ebershoff,2147
2148,Walter Dean Myers,2148
2149,George R.R. Martin,39
2150,Patricia Cornwell,511
2151,Brian K. Vaughan,1029
2152,Sara Shepard,548
2153,Jessica Sorensen,1219
2154,Kevin Hearne,2154
2155,Stephen King,72
2156,Kim Stanley Robinson,2156
2157,Charlotte Perkins Gilman,1785
2158,H.G. Wells,298
2159,Nora Roberts,907
2160,Brent Weeks,859
2161,Morgan Matson,1720
2162,Steve Martin,1494
2163,Heidi Murkoff,2163
2164,John Flanagan,1243
2165,Marian Keyes,1711
2166,Peter Thiel,2166
2167,Sarah J. Maas,393
2168,Charles Dickens,83
2169,Gillian Flynn,30
2170,Neil Gaiman,167
2171,Amish Tripathi,1116
2172,Kurt Vonnegut Jr.,65
2173,Jim Gaffigan,2173
2174,David McCullough,366
2175,Ron Chernow,2175
2176,Dr. Seuss,157
2177,Nikolai Gogol,2177
2178,Elle Kennedy,2178
2179,Kiera Cass,206
2180,David Baldacci,1150
2181,Arlene Mosel,2181
2182,L.J. Smith,1387
2183,Tina Reber,2183
2184,James Patterson,242
2185,Penelope Douglas,2185
2186,Alison Weir,2186
2187,Yevgeny Zamyatin,2187
2188,Barbara Kingsolver,100
2189,John Scalzi,910
2190,Alan Paton,2190
2191,Brian Froud,2191
2192,Gregory Maguire,122
2193,Nick Hornby,570
2194,Cassandra Clare,51
2195,Cornelia Funke,314
2196,Isaac Asimov,276
2197,Thomas Hardy,559
2198,David Eddings,1418
2199,Shirley Jackson,1954
2200,Margaret Peterson Haddix,1059
2201,Aprilynne Pike,2201
2202,Cecily von Ziegesar,2202
2203,Frederick Forsyth,989
2204,Elizabeth Strout,930
2205,Yuval Noah Harari,2205
2206,Chelsea Handler,605
2207,Tana French,473
2208,M. Leighton,2208
2209,William Shakespeare,29
2210,Ursula K. Le Guin,593
2211,Henning Mankell,2211
2212,John Grisham,86
2213,Dean Koontz,367
2214,James Patterson,242
2215,Judy Blume,621
2216,Shari Lapena,2216
2217,Cynthia Hand,1276
2218,Ann Leckie,2218
2219,Terry Goodkind,481
2220,James C. Collins,932
2221,Allen Eskens,2221
2222,Eric Wilson,2222
2223,Jack Higgins,2223
2224,Laurell K. Hamilton,1086
2225,David Wong,2225
2226,Carl Sagan,1003
2227,Lucy Christopher,2227
2228,Stanisław Lem,2228
2229,Elizabeth Wurtzel,2229
2230,Lloyd Alexander,2125
2231,Daniel J. Levitin,2231
2232,Mitch Albom,114
2233,Augusten Burroughs,238
2234,Anna Quindlen,1386
2235,Agatha Christie,200
2236,Anonymous,464
2237,J.R. Ward,433
2238,Julia Quinn,2238
2239,Margaret Weis,1396
2240,Lorraine Hansberry,2240
2241,Richard K. Morgan,2241
2242,Tom Clancy,288
2243,A.J. Banner,2243
2244,Brian K. Vaughan,1029
2245,Lee Child,477
2246,Michael   Lewis,985
2247,Jean-Dominique Bauby,2247
2248,Bill O'Reilly,1241
2249,John Grisham,86
2250,Bill Bryson,316
2251,Chevy Stevens,2251
2252,Frank McCourt,179
2253,Charles C. Mann,2253
2254,Marissa Meyer,252
2255,Kay Redfield Jamison,2255
2256,Sarah  Young,2256
2257,Edward Albee,2257
2258,Andrzej Sapkowski,2258
2259,Umberto Eco,424
2260,Don Freeman,549
2261,James Patterson,242
2262,Jacqueline Carey,2262
2263,Eric Metaxas,2263
2264,Janet Evanovich,207
2265,Michael  Grant,685
2266,A.W. Tozer,2266
2267,Julie Kagawa,756
2268,Jacqueline Winspear,2268
2269,Raymond E. Feist,1593
2270,Ann Brashares,120
2271,Terry Pratchett,283
2272,Stieg Larsson,16
2273,Dot Hutchison,2273
2274,Tom Robbins,1299
2275,Jeaniene Frost,1257
2276,R.K. Lilley,2276
2277,James Patterson,242
2278,Meg Cabot,500
2279,Bill Bryson,316
2280,David Levithan,837
2281,Wally Lamb,304
2282,James Patterson,242
2283,Alexandra Adornetto,2283
2284,Kiran Desai,2284
2285,Raymond E. Feist,1593
2286,Johann Wolfgang von Goethe,2286
2287,Jeaniene Frost,1257
2288,Alexandra Fuller,2288
2289,Robin McKinley,2289
2290,Jonathan Safran Foer,249
2291,Angie Sage,1323
2292,سعود السنعوسي,2292
2293,Rae Carson,2293
2294,Ann Aguirre,2294
2295,Dava Sobel,2295
2296,Patricia Cornwell,511
2297,Johann Wolfgang von Goethe,2286
2298,James W. Loewen,2298
2299,Robin Hobb,598
2300,Joe Hill,1403
2301,Patrick Ness,987
2302,Alexandra Ripley,2302
2303,Laurell K. Hamilton,1086
2304,F. Scott Fitzgerald,5
2305,Blaine Harden,2305
2306,Kim Harrison,1273
2307,Curtis Sittenfeld,1843
2308,Sarah Thornton,2308
2309,J.R.R. Tolkien,7
2310,Dave Ramsey,2310
2311,Richard Atwater,2311
2312,Orson Scott Card,70
2313,Lev Grossman,584
2314,William Faulkner,718
2315,E.B. White,59
2316,George Saunders,2316
2317,Sherrilyn Kenyon,1840
2318,Thomas J. Stanley,2318
2319,Ally Carter,656
2320,Bob Dylan,2320
2321,Bill Bryson,316
2322,Lisa See,273
2323,Sidney Sheldon,1755
2324,Laura Ingalls Wilder,544
2325,Iain M. Banks,1991
2326,George Selden,2326
2327,Patrick Lencioni,2327
2328,William S. Burroughs,1571
2329,Roger Fisher,2329
2330,R.K. Lilley,2276
2331,Colleen Hoover,539
2332,Kerry Lonsdale,2332
2333,Samantha Towle,2333
2334,Madeline Miller,2334
2335,Amy Schumer,2335
2336,Krishna-Dwaipayana Vyasa,2336
2337,Paul Auster,2337
2338,Pam Muñoz Ryan,2338
2339,J.D. Salinger,8
2340,Candace Bushnell,2340
2341,Laurell K. Hamilton,1086
2342,Friedrich Nietzsche,1113
2343,Christopher Paul Curtis,1369
2344,Charles Bukowski,1318
2345,Julie Kagawa,756
2346,Dave Cullen,2346
2347,Anne Rice,205
2348,Laila Ibrahim,2348
2349,Mark Owen,2349
2350,Laura Moriarty,2350
2351,Patricia Cornwell,511
2352,Richard Bachman,705
2353,Neil Gaiman,167
2354,James Patterson,242
2355,George Eliot,961
2356,Jennifer L. Armentrout,750
2357,Michael Pollan,550
2358,Kami Garcia,182
2359,Kate Morton,613
2360,Clare Mackintosh,2360
2361,Robert Louis Stevenson,293
2362,H.G. Bissinger,2362
2363,David Sheff,2363
2364,Abbi Glines,812
2365,Edgar Allan Poe,402
2366,Ovid,2366
2367,Julia Alvarez,2367
2368,Robert Morgan,2368
2369,Jennifer L. Armentrout,750
2370,Bo Hampton,2370
2371,Jen Lancaster,2371
2372,Nora Roberts,907
2373,Karin Slaughter,1345
2374,Wallace Stegner,2374
2375,John le Carré,2375
2376,Brian Jacques,1431
2377,Veronica Rossi,1413
2378,Elin Hilderbrand,2378
2379,James Frey,383
2380,Tennessee Williams,456
2381,James Patterson,242
2382,Robin Hobb,598
2383,David Baldacci,1150
2384,Michael Connelly,521
2385,Tad Williams,2385
2386,Marjane Satrapi,828
2387,Jan Karon,2387
2388,Tony Hsieh,2388
2389,Anthony Horowitz,1616
2390,Erika Johansen,2390
2391,Gordon Korman,2391
2392,Holly Black,2392
2393,Lee Child,477
2394,L.J. Smith,1387
2395,Colleen Hoover,539
2396,Elizabeth Haynes,2396
2397,Richard Lancelyn Green,2397
2398,James Patterson,242
2399,Terry Goodkind,481
2400,James Rollins,2400
2401,Harlan Coben,1138
2402,Sara Shepard,548
2403,E.M. Forster,829
2404,Rachel Hartman,2404
2405,Nora Roberts,907
2406,Jean M. Auel,496
2407,Jim Butcher,450
2408,Erich Segal,2408
2409,Kevin Henkes,2409
2410,Wendy Higgins,2410
2411,Herman Wouk,2411
2412,Stephen King,72
2413,Bernard Cornwell,2413
2414,Michael E. Gerber,2414
2415,James Howe,2415
2416,R.A. Salvatore,1880
2417,Amanda Hocking,1560
2418,Jussi Adler-Olsen,2418
2419,Gabriel García Márquez,94
2420,Rick Riordan,41
2421,Oliver Sacks,881
2422,Stephen King,72
2423,Christopher Moore,743
2424,John Connolly,2424
2425,Bill Clinton,2425
2426,Frank Miller,532
2427,Linda Sue Park,2427
2428,Ally Carter,656
2429,Lee Child,477
2430,Charlaine Harris,197
2431,Jo Nesbø,1744
2432,Nora Roberts,907
2433,Jodi Picoult,64
2434,Nobuhiro Watsuki,2434
2435,Miranda Kenneally,2435
2436,Joe Simpson,2436
2437,Colleen Hoover,539
2438,Simms Taback,2438
2439,Dan Millman,2439
2440,Salman Rushdie,1055
2441,Barbara Demick,2441
2442,Jack Welch,2442
2443,Gail McHugh,2443
2444,Jonah Lehrer,2444
2445,Laurie R. King,2445
2446,Jean de Brunhoff,2446
2447,Michael Scott,923
2448,Jim Butcher,450
2449,Tom Rachman,2449
2450,Katja Millay,2450
2451,Marjane Satrapi,828
2452,Terry Pratchett,283
2453,Raymond E. Feist,1593
2454,Jenny Downham,2454
2455,Elizabeth Gilbert,40
2456,Sarah Dessen,443
2457,Veronica Roth,12
2458,Terry Goodkind,481
2459,Julia Child,1441
2460,Kazue Kato,2460
2461,Terry Goodkind,481
2462,Mohsin Hamid,2462
2463,Jennifer A. Nielsen,2463
2464,John Updike,2464
2465,Daniel Todd Gilbert,2465
2466,T.S. Eliot,2466
2467,Else Holmelund Minarik,2467
2468,Edgar Allan Poe,402
2469,Terry Pratchett,283
2470,Terry Pratchett,283
2471,Naomi Novik,1728
2472,Holly Black,2392
2473,David Platt,2473
2474,Robert Greene,2474
2475,Jean Craighead George,2475
2476,Susanna Kearsley,2476
2477,Peter Lerangis,2477
2478,Robin Cook,1864
2479,Hubert Selby Jr.,2479
2480,Erin Hunter,2480
2481,Dee Brown,2481
2482,Władysław Szpilman,2482
2483,Maya Banks,2483
2484,Ian Edginton,2484
2485,Robert McCammon,2485
2486,Kazuo Ishiguro,268
2487,China Miéville,2487
2488,Carrie Jones,2488
2489,Terry Pratchett,283
2490,Geoffrey Crayon,2490
2491,Frank Herbert,126
2492,David Wilkerson,2492
2493,Jim Butcher,450
2494,Chuck Palahniuk,196
2495,Cynthia Lord,2495
2496,Karen Russell,2496
2497,Michael Connelly,521
2498,Mark Kurlansky,2498
2499,Charlotte Brontë,43
2500,Neal Stephenson,442
2501,Terry Pratchett,283
2502,Janet Evanovich,207
2503,Richard Dawkins,474
2504,Frank Miller,532
2505,Og Mandino,2505
2506,Ian Fleming,2506
2507,Paullina Simons,2507
2508,Toni Morrison,354
2509,A.G. Riddle,2509
2510,Philippa Gregory,186
2511,Julie James,2511
2512,Dr. Seuss,157
2513,Stephen King,72
2514,Neil Gaiman,167
2515,Vince Flynn,2059
2516,Peter Heller,2516
2517,John le Carré,2375
2518,Jim Butcher,450
2519,James Patterson,242
2520,Haruki Murakami,380
2521,Paulo Coelho,35
2522,Lee Child,477
2523,Sheila Burnford,2523
2524,Geraldine Brooks,901
2525,Lee Child,477
2526,Grant Morrison,2111
2527,George R.R. Martin,39
2528,Nora Roberts,907
2529,Alyson Noel,415
2530,Fiona Barton,2530
2531,Patrick Carman,2531
2532,Kiera Cass,206
2533,Marie Rutkoski,2533
2534,Sapphire,2534
2535,Elena Ferrante,1187
2536,Arthur C. Clarke,503
2537,Atsushi Ohkubo,2537
2538,William Kent Krueger,2538
2539,David Baldacci,1150
2540,Gene Luen Yang,2540
2541,Eugene Bradley Coco,2541
2542,K.A. Tucker,2542
2543,David Mitchell,522
2544,Christopher Marlowe,2544
2545,Sherrilyn Kenyon,1840
2546,Candace Bushnell,2340
2547,James Patterson,242
2548,Anthony Robbins,2548
2549,Laurell K. Hamilton,1086
2550,Laurell K. Hamilton,1086
2551,Diane Chamberlain,2551
2552,Kurt Vonnegut Jr.,65
2553,Arthur Conan Doyle,446
2554,Terry Pratchett,283
2555,Octavia E. Butler,2555
2556,Laura Ingalls Wilder,544
2557,Henry Cloud,2557
2558,Maggie Stiefvater,254
2559,Philip Roth,2079
2560,John C. Maxwell,2560
2561,Margaret Atwood,119
2562,J. Sterling,2562
2563,Patrick Ness,987
2564,Orson Scott Card,70
2565,Brian Selznick,808
2566,Sarah Ban Breathnach,2566
2567,Moira Young,2567
2568,James Patterson,242
2569,Edgar Rice Burroughs,2569
2570,Margaret Atwood,119
2571,Laura Ingalls Wilder,544
2572,Victoria Finlay,2572
2573,John Grisham,86
2574,Michael Connelly,521
2575,Kristin Hannah,267
2576,Christina Lauren,1143
2577,Libba Bray,586
2578,Ernest J. Gaines,2578
2579,David Sedaris,101
2580,Nicholas Sparks,44
2581,Sophie Kinsella,108
2582,Gene Zion,2582
2583,Jennifer Weiner,310
2584,George Orwell,13
2585,Hiro Fujiwara,2585
2586,Nick Bantock,2586
2587,Leigh Bardugo,1000
2588,أحمد خالد توفيق,2588
2589,Jennifer Weiner,310
2590,Cheryl Strayed,190
2591,Karen Marie Moning,1070
2592,Ann Rule,2592
2593,Claudia Gray,2134
2594,Michael Crichton,84
2595,Sidney Sheldon,1755
2596,Michael Connelly,521
2597,Louis Sachar,77
2598,Julie Orringer,2598
2599,Pittacus Lore,340
2600,Thomas Hardy,559
2601,John Steinbeck,32
2602,Jo Nesbø,1744
2603,Alice Hoffman,2005
2604,Anne Rice,205
2605,Laurell K. Hamilton,1086
2606,Peter V. Brett,1356
2607,John Grisham,86
2608,Tamora Pierce,1480
2609,Ben Aaronovitch,2609
2610,Marian Keyes,1711
2611,Terry Pratchett,283
2612,Vikram Seth,2612
2613,Chimamanda Ngozi Adichie,673
2614,Patricia Briggs,980
2615,Amy Sedaris,2615
2616,William Gibson,400
2617,Peter  Swanson,2617
2618,Patricia Schultz,2618
2619,Angie Sage,1323
2620,Roald Dahl,158
2621,Anne Lamott,1859
2622,Vince Flynn,2059
2623,Tamora Pierce,1480
2624,Isaac Asimov,276
2625,Max Lucado,2625
2626,Renee Ahdieh,2626
2627,Nicholas D. Kristof,2627
2628,Daniel Handler,2628
2629,Sarah J. Maas,393
2630,Curtis Sittenfeld,1843
2631,Jim Butcher,450
2632,Mary Doria Russell,2632
2633,Jodi Picoult,64
2634,Charlie N. Holmberg,2634
2635,Steve Harvey,2635
2636,Candice Millard,2636
2637,Shirley Jackson,1954
2638,Emerson Eggerichs,2638
2639,Michael Connelly,521
2640,Timothy Zahn,1862
2641,Lee Child,477
2642,Gail Carson Levine,263
2643,Richard Wright,1411
2644,Lalita Tademy,2644
2645,Terry Goodkind,481
2646,Isaac Asimov,276
2647,James D. Bradley,2647
2648,A.A. Milne,444
2649,Mahatma Gandhi,2649
2650,Lance Armstrong,2650
2651,Stephen E. Ambrose,1313
2652,Helen Macdonald,2652
2653,David Nicholls,338
2654,R.A. Salvatore,1880
2655,Christopher Yost,2655
2656,Karuho Shiina,2656
2657,Dean Koontz,367
2658,Terry Pratchett,283
2659,C.J. Roberts,2659
2660,James Allen,2660
2661,Mary Roach,758
2662,Rachel Caine,1696
2663,Nina George,2663
2664,Ian McEwan,212
2665,Abbi Glines,812
2666,Tom Clancy,288
2667,Ann Voskamp,2667
2668,Robert Bloch,2668
2669,Robin Hobb,598
2670,Alistair MacLean,2670
2671,Maeve Binchy,1649
2672,Rupi Kaur,2672
2673,Tom Clancy,288
2674,Neil Gaiman,167
2675,Rosamund Lupton,2675
2676,Liu Cixin,2676
2677,Terry Pratchett,283
2678,Mark Millar,2678
2679,Julia Glass,2679
2680,Benjamin Franklin,2680
2681,Timothy J. Keller,2681
2682,Mark  Lawrence,1674
2683,Jeffrey Archer,1100
2684,Meg Cabot,500
2685,Sara Shepard,548
2686,W. Chan Kim,2686
2687,James Patterson,242
2688,Sarah Addison Allen,1689
2689,Audrey Wood,2689
2690,Matthew FitzSimmons,2690
2691,Christopher Moore,743
2692,Jamie McGuire,203
2693,Vernor Vinge,2693
2694,Eckhart Tolle,719
2695,Caroline B. Cooney,2695
2696,Robert Lopshire,2696
2697,Sophie Jordan,2697
2698,Italo Calvino,2027
2699,Jessica Park,2699
2700,Richard Flanagan,2700
2701,A.N. Roquelaure,2701
2702,Jennifer Worth,2702
2703,Hunter S. Thompson,350
2704,Jennifer Weiner,310
2705,L.J. Smith,1387
2706,Susan Elizabeth Phillips,2706
2707,Michael   Lewis,985
2708,Jennifer Weiner,310
2709,Stendhal,2709
2710,Philippa Gregory,186
2711,Catherine Fisher,2711
2712,C.C. Hunter,1780
2713,Bev Vincent,2713
2714,Josephine Angelini,2714
2715,Alyson Noel,415
2716,N.H. Kleinbaum,2716
2717,Emily Bleeker,2717
2718,Terry Pratchett,283
2719,John Flanagan,1243
2720,Paramahansa Yogananda,2720
2721,Kevin Hearne,2154
2722,Alvin Schwartz,2722
2723,Harlan Coben,1138
2724,John Hersey,2724
2725,Jennifer Brown,2725
2726,Kasie West,2726
2727,Karen Armstrong,2727
2728,James S.A. Corey,1263
2729,Pablo Neruda,2729
2730,Tom Clancy,288
2731,David Shannon,1875
2732,Thomas More,2732
2733,Pseudonymous Bosch,2733
2734,Danielle  Paige,2734
2735,Dean Koontz,367
2736,Aimee Bender,2736
2737,James Patterson,242
2738,Dai Sijie,2738
2739,Roxane Gay,2739
2740,V.C. Andrews,851
2741,Roald Dahl,158
2742,Amy Chua,2742
2743,Noelle Stevenson,2743
2744,Giada De Laurentiis,2744
2745,Patricia Cornwell,511
2746,James Patterson,242
2747,Jeanette Winterson,2747
2748,R.K. Lilley,2276
2749,Ravinder Singh,2749
2750,Betty MacDonald,2750
2751,Michael Connelly,521
2752,Dan   Harris,2752
2753,Ina Garten,2753
2754,Michael Connelly,521
2755,Isaac Asimov,276
2756,Peter Lerangis,2477
2757,Sena Jeter Naslund,2757
2758,CLAMP,2758
2759,Darren Shan,2759
2760,Alan Moore,191
2761,M.T. Anderson,2761
2762,Nalini Singh,2762
2763,Euripides,2763
2764,Cinda Williams Chima,2764
2765,Hannah Hurnard,2765
2766,Charles Burns,2766
2767,Brian K. Vaughan,1029
2768,Lee Child,477
2769,Therese Anne Fowler,2769
2770,Kurt Vonnegut Jr.,65
2771,Catherine Ryan Hyde,2771
2772,Martha Hall Kelly,2772
2773,James Patterson,242
2774,Lee Child,477
2775,Anthony Marra,2775
2776,Abbi Glines,812
2777,Will Schwalbe,2777
2778,Lauren Barnholdt,2778
2779,Raine Miller,1981
2780,John Flanagan,1243
2781,C.S. Lewis,37
2782,Warren Ellis,2782
2783,Tamora Pierce,1480
2784,George W. Bush,2784
2785,James Patterson,242
2786,Jean Craighead George,2475
2787,Judy Blume,621
2788,David McCullough,366
2789,Robert Ludlum,222
2790,Jon Meacham,2790
2791,David Baldacci,1150
2792,Brandon Sanderson,389
2793,Helen Fielding,75
2794,C.S. Lewis,37
2795,Mia Sheridan,2795
2796,Alyson Richman,2796
2797,Umberto Eco,424
2798,Robert Graves,2798
2799,Joelle Charbonneau,2799
2800,Janet Evanovich,207
2801,Kirsty Moseley,2801
2802,Tamora Pierce,1480
2803,Darynda Jones,2803
2804,Amanda Lindhout,2804
2805,Vera Brosgol,2805
2806,Bret Easton Ellis,499
2807,Kim Harrison,1273
2808,R.A. Salvatore,1880
2809,Jean Rhys,2809
2810,John Fowles,2810
2811,David Eddings,1418
2812,Louise Rennison,849
2813,Caroline Kepnes,2813
2814,Laini Taylor,535
2815,John Grisham,86
2816,Colleen Houck,2816
2817,Frank Herbert,126
2818,Jacqueline Woodson,2818
2819,Mira Grant,2819
2820,Gwyn Hyman Rubio,2820
2821,L.M. Montgomery,133
2822,Steve Berry,2822
2823,Sue Grafton,823
2824,Katherine Howe,2824
2825,Steven Erikson,1528
2826,Kylie Scott,2826
2827,Jeffrey Archer,1100
2828,Joe Abercrombie,917
2829,Emma Healey,2829
2830,Vince Flynn,2059
2831,Isabel Wilkerson,2831
2832,Claire North,2832
2833,Carlos Ruiz Zafón,258
2834,Barbara W. Tuchman,2834
2835,Vince Flynn,2059
2836,John Marsden,2836
2837,Robert M. Edsel,2837
2838,Ava Dellaira,2838
2839,Helen Bryan,2839
2840,Yaa Gyasi,2840
2841,Mary Roach,758
2842,David Baldacci,1150
2843,Mark Millar,2678
2844,Immaculée Ilibagiza,2844
2845,Michael  Grant,685
2846,Charles Dickens,83
2847,Joël Dicker,2847
2848,Kate Atkinson,551
2849,Harlan Coben,1138
2850,Maria V. Snyder,1335
2851,CLAMP,2758
2852,Koushun Takami,2852
2853,Sarah Addison Allen,1689
2854,Nevil Shute,2854
2855,Sophia Amoruso,2855
2856,Diane Chamberlain,2551
2857,Elizabeth Peters,2857
2858,Nora Roberts,907
2859,Tom Clancy,288
2860,C.S. Lewis,37
2861,Anthony Horowitz,1616
2862,Dean Koontz,367
2863,Daniel Silva,2863
2864,Mo Willems,1781
2865,Edward Gorey,2865
2866,Terry Pratchett,283
2867,Steven Pressfield,2867
2868,Abbi Glines,812
2869,Raymond Carver,2869
2870,Sarah Dessen,443
2871,Michael J. Sullivan,2871
2872,Diane Chamberlain,2551
2873,Larry Niven,1191
2874,Nora Roberts,907
2875,W. Somerset Maugham,2875
2876,Gayle Forman,149
2877,A.A. Milne,444
2878,Lisa Gardner,2878
2879,Virginia Lee Burton,2879
2880,Veronica Roth,12
2881,Terry Pratchett,283
2882,Nora Roberts,907
2883,Jodi Picoult,64
2884,Alexandra Bracken,1505
2885,Vicki Myron,2885
2886,Soman Chainani,2886
2887,Kim Harrison,1273
2888,Tana French,473
2889,Brandon Sanderson,389
2890,Jeffery Deaver,726
2891,Gordon Korman,2391
2892,Margret Rey,2892
2893,Michael Connelly,521
2894,Naoko Takeuchi,2894
2895,Steven D. Levitt,92
2896,Raina Telgemeier,845
2897,Sarah Vowell,2897
2898,Roger Zelazny,2898
2899,Alice Hoffman,2005
2900,Orson Scott Card,70
2901,MaryJanice Davidson,2901
2902,Paulo Coelho,35
2903,Joseph Campbell,2903
2904,John Scalzi,910
2905,Jo Baker,2905
2906,Cary Elwes,2906
2907,Peggy Rathmann,2907
2908,Robyn Schneider,2908
2909,Jude Watson,2909
2910,Frank W. Abagnale,2910
2911,Laurell K. Hamilton,1086
2912,Gary Zukav,2912
2913,J. Kenner,1893
2914,Marisha Pessl,1941
2915,Josh Malerman,2915
2916,Dan Wells,2916
2917,Timothy Egan,2917
2918,Ellen Marie Wiseman,2918
2919,Sara Shepard,548
2920,Vince Flynn,2059
2921,Sylvia Plath,178
2922,Scott Snyder,2922
2923,Christopher Moore,743
2924,Raymond Khoury,2924
2925,Kathy Griffin,2925
2926,Milan Kundera,323
2927,Nicholas Evans,2927
2928,Sherry Argov,2928
2929,Sara Shepard,548
2930,Kim Harrison,1273
2931,Edwin A. Abbott,2931
2932,Libba Bray,586
2933,Tim Tharp,2933
2934,Erich Fromm,2934
2935,Suzanne Collins,1
2936,Terry Pratchett,283
2937,Neil Gaiman,167
2938,Marian Keyes,1711
2939,Pat Conroy,515
2940,Francine Rivers,504
2941,Mary E. Pearson,2941
2942,James Clavell,840
2943,Eleanor Brown,2943
2944,Terry Pratchett,283
2945,Tom Perrotta,2945
2946,Mihaly Csikszentmihalyi,2946
2947,Margaret Weis,1396
2948,Portia de Rossi,2948
2949,Lisa Kleypas,2949
2950,Carl Bernstein,2950
2951,Andrea Cremer,1724
2952,George Eliot,961
2953,Gary Shteyngart,2953
2954,Robin McKinley,2289
2955,J.R. Ward,433
2956,Michelle Rowen,2956
2957,C.S. Lewis,37
2958,Douglas R. Hofstadter,2958
2959,Tamora Pierce,1480
2960,Robert Frost,2960
2961,Rodman Philbrick,2961
2962,Jennifer E. Smith,1297
2963,Philip Yancey,2963
2964,Vince Flynn,2059
2965,Jean M. Auel,496
2966,Jeff Kinney,392
2967,Åsne Seierstad,2967
2968,D.J. MacHale,2968
2969,China Miéville,2487
2970,Kathy Reichs,922
2971,Ilona Andrews,2105
2972,Chelsea M. Cameron,2972
2973,Arthur Hailey,2973
2974,James Patterson,242
2975,Harold Bloom,2975
2976,Beverly Cleary,1590
2977,Timothy Zahn,1862
2978,Brandon Sanderson,389
2979,Stephen King,72
2980,Patricia McCormick,2122
2981,James Patterson,242
2982,Alexander Pushkin,2982
2983,Amie Kaufman,2983
2984,Alison Goodman,2984
2985,E.L. Konigsburg,793
2986,P.C. Cast,246
2987,Rachel Hawkins,1140
2988,Carolyn Keene,2988
2989,Nelson DeMille,1826
2990,Hugh Lofting,2990
2991,Jodi Picoult,64
2992,Arnold Lobel,1548
2993,Shirley Jackson,1954
2994,Adriana Trigiani,1610
2995,Steve Berry,2822
2996,Kelley Armstrong,880
2997,Richelle Mead,210
2998,Ilona Andrews,2105
2999,Isabel Allende,669
3000,Terry Pratchett,283
3001,Lara Adrian,3001
3002,D.H. Lawrence,1681
3003,Barbara Taylor Bradford,3003
3004,Nicole  Williams,3004
3005,David Baldacci,1150
3006,William Gibson,400
3007,Lisa See,273
3008,Sarah Ockler,3008
