,date,flag,id,year,month,day
7437,1994-06-11,users_date,7438,1994,6,11
7438,1952-01-07,users_date,7439,1952,1,7
7439,1935-11-14,users_date,7440,1935,11,14
7440,1993-05-02,users_date,7441,1993,5,2
7441,1975-04-05,users_date,7442,1975,4,5
7442,1932-05-08,users_date,7443,1932,5,8
7443,1945-02-19,users_date,7444,1945,2,19
7444,1954-01-06,users_date,7445,1954,1,6
7445,1998-01-14,users_date,7446,1998,1,14
7446,1976-06-25,users_date,7447,1976,6,25
7447,1991-12-03,users_date,7448,1991,12,3
7448,1984-08-11,users_date,7449,1984,8,11
7449,1953-08-07,users_date,7450,1953,8,7
7450,1963-02-10,users_date,7451,1963,2,10
7451,1934-12-06,users_date,7452,1934,12,6
7452,1993-11-27,users_date,7453,1993,11,27
7453,1985-11-23,users_date,7454,1985,11,23
7454,1942-11-21,users_date,7455,1942,11,21
7455,1962-02-20,users_date,7456,1962,2,20
7456,1994-10-19,users_date,7457,1994,10,19
7457,1987-12-22,users_date,7458,1987,12,22
7458,1936-03-03,users_date,7459,1936,3,3
7459,1979-02-24,users_date,7460,1979,2,24
7460,1986-06-10,users_date,7461,1986,6,10
7461,1993-02-09,users_date,7462,1993,2,9
7462,1962-03-31,users_date,7463,1962,3,31
7463,1952-11-20,users_date,7464,1952,11,20
7464,1975-11-16,users_date,7465,1975,11,16
7465,1971-01-17,users_date,7466,1971,1,17
7466,1945-02-10,users_date,7467,1945,2,10
7467,1958-07-12,users_date,7468,1958,7,12
7468,1992-12-25,users_date,7469,1992,12,25
7469,1950-09-13,users_date,7470,1950,9,13
7470,1950-12-29,users_date,7471,1950,12,29
7471,1961-09-05,users_date,7472,1961,9,5
7472,1959-05-16,users_date,7473,1959,5,16
7473,1940-01-02,users_date,7474,1940,1,2
7474,1971-09-10,users_date,7475,1971,9,10
7475,1946-05-10,users_date,7476,1946,5,10
7476,1944-02-10,users_date,7477,1944,2,10
7477,1978-01-22,users_date,7478,1978,1,22
7478,1944-09-28,users_date,7479,1944,9,28
7479,1974-12-09,users_date,7480,1974,12,9
7480,1966-06-07,users_date,7481,1966,6,7
7481,1946-08-08,users_date,7482,1946,8,8
7482,1962-02-11,users_date,7483,1962,2,11
7483,1994-06-27,users_date,7484,1994,6,27
7484,1940-03-28,users_date,7485,1940,3,28
7485,1949-03-21,users_date,7486,1949,3,21
7486,1955-06-12,users_date,7487,1955,6,12
7487,1986-03-02,users_date,7488,1986,3,2
7488,1946-07-28,users_date,7489,1946,7,28
7489,1939-05-10,users_date,7490,1939,5,10
7490,1939-09-16,users_date,7491,1939,9,16
7491,1939-03-19,users_date,7492,1939,3,19
7492,1954-03-14,users_date,7493,1954,3,14
7493,1995-05-05,users_date,7494,1995,5,5
7494,1945-10-24,users_date,7495,1945,10,24
7495,1987-08-24,users_date,7496,1987,8,24
7496,1935-05-24,users_date,7497,1935,5,24
7497,1934-05-28,users_date,7498,1934,5,28
7498,1944-10-05,users_date,7499,1944,10,5
7499,1967-09-23,users_date,7500,1967,9,23
7500,1967-08-21,users_date,7501,1967,8,21
7501,1945-09-05,users_date,7502,1945,9,5
7502,1957-02-09,users_date,7503,1957,2,9
7503,1972-10-12,users_date,7504,1972,10,12
7504,1940-11-26,users_date,7505,1940,11,26
7505,1982-12-05,users_date,7506,1982,12,5
7506,1956-06-13,users_date,7507,1956,6,13
7507,1936-12-23,users_date,7508,1936,12,23
7508,1936-02-21,users_date,7509,1936,2,21
7509,1994-04-29,users_date,7510,1994,4,29
7510,1950-05-14,users_date,7511,1950,5,14
7511,1998-08-23,users_date,7512,1998,8,23
7512,1981-12-21,users_date,7513,1981,12,21
7513,1999-09-03,users_date,7514,1999,9,3
7514,1975-06-15,users_date,7515,1975,6,15
7515,1991-01-21,users_date,7516,1991,1,21
7516,1962-06-12,users_date,7517,1962,6,12
7517,1942-07-30,users_date,7518,1942,7,30
7518,1952-11-07,users_date,7519,1952,11,7
7519,1940-10-26,users_date,7520,1940,10,26
7520,1972-04-19,users_date,7521,1972,4,19
7521,1958-08-01,users_date,7522,1958,8,1
7522,1994-02-06,users_date,7523,1994,2,6
7523,1943-11-11,users_date,7524,1943,11,11
7524,1970-05-20,users_date,7525,1970,5,20
7525,1959-12-20,users_date,7526,1959,12,20
7526,1996-07-22,users_date,7527,1996,7,22
7527,1972-04-13,users_date,7528,1972,4,13
7528,1997-04-27,users_date,7529,1997,4,27
7529,1974-03-10,users_date,7530,1974,3,10
7530,1944-11-03,users_date,7531,1944,11,3
7531,1987-08-23,users_date,7532,1987,8,23
7532,1954-12-29,users_date,7533,1954,12,29
7533,1986-11-11,users_date,7534,1986,11,11
7534,1941-11-11,users_date,7535,1941,11,11
7535,1967-07-15,users_date,7536,1967,7,15
7536,1943-02-18,users_date,7537,1943,2,18
7537,1978-12-23,users_date,7538,1978,12,23
7538,1981-03-03,users_date,7539,1981,3,3
7539,1987-07-10,users_date,7540,1987,7,10
7540,1970-04-11,users_date,7541,1970,4,11
7541,1960-07-08,users_date,7542,1960,7,8
7542,1988-03-11,users_date,7543,1988,3,11
7543,1953-11-20,users_date,7544,1953,11,20
7544,1962-12-06,users_date,7545,1962,12,6
7545,1987-11-21,users_date,7546,1987,11,21
7546,1948-01-27,users_date,7547,1948,1,27
7547,1991-12-01,users_date,7548,1991,12,1
7548,1956-03-12,users_date,7549,1956,3,12
7549,1939-09-11,users_date,7550,1939,9,11
7550,1943-03-20,users_date,7551,1943,3,20
7551,1997-11-05,users_date,7552,1997,11,5
7552,1967-08-20,users_date,7553,1967,8,20
7553,1948-11-02,users_date,7554,1948,11,2
7554,1999-03-10,users_date,7555,1999,3,10
7555,1953-09-15,users_date,7556,1953,9,15
7556,1972-09-10,users_date,7557,1972,9,10
7557,1999-04-22,users_date,7558,1999,4,22
7558,1948-05-02,users_date,7559,1948,5,2
7559,1953-05-23,users_date,7560,1953,5,23
7560,1966-09-14,users_date,7561,1966,9,14
7561,1939-03-07,users_date,7562,1939,3,7
7562,1993-07-14,users_date,7563,1993,7,14
7563,1951-05-18,users_date,7564,1951,5,18
7564,1980-01-08,users_date,7565,1980,1,8
7565,1945-03-13,users_date,7566,1945,3,13
7566,1941-02-19,users_date,7567,1941,2,19
7567,1943-01-18,users_date,7568,1943,1,18
7568,1981-02-08,users_date,7569,1981,2,8
7569,1977-02-03,users_date,7570,1977,2,3
7570,1934-10-08,users_date,7571,1934,10,8
7571,1991-08-26,users_date,7572,1991,8,26
7572,1967-10-06,users_date,7573,1967,10,6
7573,1932-11-29,users_date,7574,1932,11,29
7574,1997-07-27,users_date,7575,1997,7,27
7575,1970-07-23,users_date,7576,1970,7,23
7576,1957-09-12,users_date,7577,1957,9,12
7577,1944-04-19,users_date,7578,1944,4,19
7578,1987-03-19,users_date,7579,1987,3,19
7579,1982-08-12,users_date,7580,1982,8,12
7580,1939-02-28,users_date,7581,1939,2,28
7581,1964-02-01,users_date,7582,1964,2,1
7582,1993-03-24,users_date,7583,1993,3,24
7583,1965-11-23,users_date,7584,1965,11,23
7584,1991-01-11,users_date,7585,1991,1,11
7585,1987-04-25,users_date,7586,1987,4,25
7586,1945-08-21,users_date,7587,1945,8,21
7587,1950-12-17,users_date,7588,1950,12,17
7588,1937-01-22,users_date,7589,1937,1,22
7589,1942-08-21,users_date,7590,1942,8,21
7590,1966-10-07,users_date,7591,1966,10,7
7591,1962-07-08,users_date,7592,1962,7,8
7592,1953-12-06,users_date,7593,1953,12,6
7593,1963-09-07,users_date,7594,1963,9,7
7594,1968-08-26,users_date,7595,1968,8,26
7595,1971-12-02,users_date,7596,1971,12,2
7596,1977-03-30,users_date,7597,1977,3,30
7597,1934-04-04,users_date,7598,1934,4,4
7598,1975-03-17,users_date,7599,1975,3,17
7599,1966-08-26,users_date,7600,1966,8,26
7600,1974-08-24,users_date,7601,1974,8,24
7601,1982-01-21,users_date,7602,1982,1,21
7602,1997-05-14,users_date,7603,1997,5,14
7603,1988-01-01,users_date,7604,1988,1,1
7604,1971-01-06,users_date,7605,1971,1,6
7605,1933-06-22,users_date,7606,1933,6,22
7606,1966-10-02,users_date,7607,1966,10,2
7607,1958-05-26,users_date,7608,1958,5,26
7608,1957-12-30,users_date,7609,1957,12,30
7609,1989-12-22,users_date,7610,1989,12,22
7610,1955-02-25,users_date,7611,1955,2,25
7611,1959-02-15,users_date,7612,1959,2,15
7612,1980-04-19,users_date,7613,1980,4,19
7613,1995-02-28,users_date,7614,1995,2,28
7614,1980-12-13,users_date,7615,1980,12,13
7615,1983-02-16,users_date,7616,1983,2,16
7616,1980-05-15,users_date,7617,1980,5,15
7617,1935-06-29,users_date,7618,1935,6,29
7618,1988-06-22,users_date,7619,1988,6,22
7619,1967-04-24,users_date,7620,1967,4,24
7620,1995-04-16,users_date,7621,1995,4,16
7621,1984-06-29,users_date,7622,1984,6,29
7622,1960-11-19,users_date,7623,1960,11,19
7623,1996-06-07,users_date,7624,1996,6,7
7624,1934-01-15,users_date,7625,1934,1,15
7625,1955-06-20,users_date,7626,1955,6,20
7626,1949-12-25,users_date,7627,1949,12,25
7627,1994-08-14,users_date,7628,1994,8,14
7628,1958-09-20,users_date,7629,1958,9,20
7629,1984-12-07,users_date,7630,1984,12,7
7630,1984-11-10,users_date,7631,1984,11,10
7631,1971-03-07,users_date,7632,1971,3,7
7632,1984-03-18,users_date,7633,1984,3,18
7633,1974-10-24,users_date,7634,1974,10,24
7634,1992-12-30,users_date,7635,1992,12,30
7635,1962-10-28,users_date,7636,1962,10,28
7636,1971-04-19,users_date,7637,1971,4,19
7637,1992-07-28,users_date,7638,1992,7,28
7638,1988-08-10,users_date,7639,1988,8,10
7639,1957-07-29,users_date,7640,1957,7,29
7640,1963-12-21,users_date,7641,1963,12,21
7641,1996-03-03,users_date,7642,1996,3,3
7642,1975-09-01,users_date,7643,1975,9,1
7643,1943-07-29,users_date,7644,1943,7,29
7644,1932-07-23,users_date,7645,1932,7,23
7645,1992-10-11,users_date,7646,1992,10,11
7646,1936-02-15,users_date,7647,1936,2,15
7647,1991-12-28,users_date,7648,1991,12,28
7648,1980-12-25,users_date,7649,1980,12,25
7649,1952-09-08,users_date,7650,1952,9,8
7650,1975-11-28,users_date,7651,1975,11,28
7651,1942-06-12,users_date,7652,1942,6,12
7652,1965-06-28,users_date,7653,1965,6,28
7653,1949-11-03,users_date,7654,1949,11,3
7654,1943-05-20,users_date,7655,1943,5,20
7655,1953-10-05,users_date,7656,1953,10,5
7656,1960-09-22,users_date,7657,1960,9,22
7657,1954-08-31,users_date,7658,1954,8,31
7658,1988-06-17,users_date,7659,1988,6,17
7659,1996-01-19,users_date,7660,1996,1,19
7660,1957-03-30,users_date,7661,1957,3,30
7661,1978-07-20,users_date,7662,1978,7,20
7662,1995-08-28,users_date,7663,1995,8,28
7663,1989-02-19,users_date,7664,1989,2,19
7664,1942-09-18,users_date,7665,1942,9,18
7665,1965-10-05,users_date,7666,1965,10,5
7666,1987-09-26,users_date,7667,1987,9,26
7667,1972-08-17,users_date,7668,1972,8,17
7668,1933-07-11,users_date,7669,1933,7,11
7669,1997-11-17,users_date,7670,1997,11,17
7670,1941-10-29,users_date,7671,1941,10,29
7671,1996-05-01,users_date,7672,1996,5,1
7672,1957-09-22,users_date,7673,1957,9,22
7673,1959-10-23,users_date,7674,1959,10,23
7674,1986-08-23,users_date,7675,1986,8,23
7675,1989-02-05,users_date,7676,1989,2,5
7676,1987-07-08,users_date,7677,1987,7,8
7677,1940-06-26,users_date,7678,1940,6,26
7678,1938-02-22,users_date,7679,1938,2,22
7679,1952-11-10,users_date,7680,1952,11,10
7680,1993-07-09,users_date,7681,1993,7,9
7681,1985-02-16,users_date,7682,1985,2,16
7682,1985-07-08,users_date,7683,1985,7,8
7683,1987-01-22,users_date,7684,1987,1,22
7684,1983-08-04,users_date,7685,1983,8,4
7685,1983-10-19,users_date,7686,1983,10,19
7686,1971-11-15,users_date,7687,1971,11,15
7687,1957-03-07,users_date,7688,1957,3,7
7688,1972-03-12,users_date,7689,1972,3,12
7689,1983-09-01,users_date,7690,1983,9,1
7690,1986-01-23,users_date,7691,1986,1,23
7691,1998-01-19,users_date,7692,1998,1,19
7692,1973-09-03,users_date,7693,1973,9,3
7693,1933-06-19,users_date,7694,1933,6,19
7694,1934-12-17,users_date,7695,1934,12,17
7695,1988-05-17,users_date,7696,1988,5,17
7696,1939-09-08,users_date,7697,1939,9,8
7697,1943-01-06,users_date,7698,1943,1,6
7698,1981-12-22,users_date,7699,1981,12,22
7699,1975-02-18,users_date,7700,1975,2,18
7700,1963-07-08,users_date,7701,1963,7,8
7701,1973-10-24,users_date,7702,1973,10,24
7702,1933-05-23,users_date,7703,1933,5,23
7703,1961-11-13,users_date,7704,1961,11,13
7704,1980-02-12,users_date,7705,1980,2,12
7705,1977-01-01,users_date,7706,1977,1,1
7706,1956-08-26,users_date,7707,1956,8,26
7707,1997-12-11,users_date,7708,1997,12,11
7708,1971-10-18,users_date,7709,1971,10,18
7709,1985-07-18,users_date,7710,1985,7,18
7710,1953-10-22,users_date,7711,1953,10,22
7711,1990-09-09,users_date,7712,1990,9,9
7712,1968-10-18,users_date,7713,1968,10,18
7713,1997-03-13,users_date,7714,1997,3,13
7714,1956-03-08,users_date,7715,1956,3,8
7715,1993-01-02,users_date,7716,1993,1,2
7716,1969-03-20,users_date,7717,1969,3,20
7717,1944-11-22,users_date,7718,1944,11,22
7718,1936-02-07,users_date,7719,1936,2,7
7719,1940-08-19,users_date,7720,1940,8,19
7720,1985-06-02,users_date,7721,1985,6,2
7721,1985-01-03,users_date,7722,1985,1,3
7722,1966-07-23,users_date,7723,1966,7,23
7723,1976-06-12,users_date,7724,1976,6,12
7724,1965-04-21,users_date,7725,1965,4,21
7725,1945-02-04,users_date,7726,1945,2,4
7726,1996-12-20,users_date,7727,1996,12,20
7727,1943-08-22,users_date,7728,1943,8,22
7728,1968-01-22,users_date,7729,1968,1,22
7729,1948-10-04,users_date,7730,1948,10,4
7730,1940-10-16,users_date,7731,1940,10,16
7731,1983-02-24,users_date,7732,1983,2,24
7732,1994-07-01,users_date,7733,1994,7,1
7733,1962-08-17,users_date,7734,1962,8,17
7734,1944-09-08,users_date,7735,1944,9,8
7735,1999-02-28,users_date,7736,1999,2,28
7736,1982-02-21,users_date,7737,1982,2,21
7737,1950-08-30,users_date,7738,1950,8,30
7738,1988-06-01,users_date,7739,1988,6,1
7739,1999-10-07,users_date,7740,1999,10,7
7740,1946-11-12,users_date,7741,1946,11,12
7741,1939-11-03,users_date,7742,1939,11,3
7742,1976-01-09,users_date,7743,1976,1,9
7743,1990-11-20,users_date,7744,1990,11,20
7744,1992-09-30,users_date,7745,1992,9,30
7745,1967-05-04,users_date,7746,1967,5,4
7746,1934-01-05,users_date,7747,1934,1,5
7747,1979-12-13,users_date,7748,1979,12,13
7748,1939-09-26,users_date,7749,1939,9,26
7749,1991-11-26,users_date,7750,1991,11,26
7750,1980-05-30,users_date,7751,1980,5,30
7751,1967-05-29,users_date,7752,1967,5,29
7752,1986-03-03,users_date,7753,1986,3,3
7753,1977-07-29,users_date,7754,1977,7,29
7754,1975-02-23,users_date,7755,1975,2,23
7755,1947-06-11,users_date,7756,1947,6,11
7756,1947-02-16,users_date,7757,1947,2,16
7757,1998-01-05,users_date,7758,1998,1,5
7758,1956-10-10,users_date,7759,1956,10,10
7759,1975-08-02,users_date,7760,1975,8,2
7760,1951-05-22,users_date,7761,1951,5,22
7761,1992-12-27,users_date,7762,1992,12,27
7762,1984-06-04,users_date,7763,1984,6,4
7763,1949-06-14,users_date,7764,1949,6,14
7764,1976-11-20,users_date,7765,1976,11,20
7765,1941-05-24,users_date,7766,1941,5,24
7766,1945-06-29,users_date,7767,1945,6,29
7767,1987-03-28,users_date,7768,1987,3,28
7768,1988-11-10,users_date,7769,1988,11,10
7769,1960-09-07,users_date,7770,1960,9,7
7770,1968-11-25,users_date,7771,1968,11,25
7771,1997-02-08,users_date,7772,1997,2,8
7772,1952-01-26,users_date,7773,1952,1,26
7773,1995-08-20,users_date,7774,1995,8,20
7774,1998-06-08,users_date,7775,1998,6,8
7775,1960-05-14,users_date,7776,1960,5,14
7776,1993-06-23,users_date,7777,1993,6,23
7777,1957-07-30,users_date,7778,1957,7,30
7778,1955-06-29,users_date,7779,1955,6,29
7779,1952-11-24,users_date,7780,1952,11,24
7780,1984-03-28,users_date,7781,1984,3,28
7781,1972-12-17,users_date,7782,1972,12,17
7782,1946-01-23,users_date,7783,1946,1,23
7783,1933-09-09,users_date,7784,1933,9,9
7784,1963-11-23,users_date,7785,1963,11,23
7785,1952-03-10,users_date,7786,1952,3,10
7786,1987-03-01,users_date,7787,1987,3,1
7787,1964-05-24,users_date,7788,1964,5,24
7788,1948-10-13,users_date,7789,1948,10,13
7789,1934-04-01,users_date,7790,1934,4,1
7790,1942-12-11,users_date,7791,1942,12,11
7791,1934-12-16,users_date,7792,1934,12,16
7792,1987-09-16,users_date,7793,1987,9,16
7793,1982-02-16,users_date,7794,1982,2,16
7794,1984-01-02,users_date,7795,1984,1,2
7795,1935-05-15,users_date,7796,1935,5,15
7796,1957-11-09,users_date,7797,1957,11,9
7797,1976-05-30,users_date,7798,1976,5,30
7798,1972-01-19,users_date,7799,1972,1,19
7799,1935-02-16,users_date,7800,1935,2,16
7800,1967-10-25,users_date,7801,1967,10,25
7801,1940-09-17,users_date,7802,1940,9,17
7802,1982-10-11,users_date,7803,1982,10,11
7803,1954-01-07,users_date,7804,1954,1,7
7804,1991-10-31,users_date,7805,1991,10,31
7805,1952-05-27,users_date,7806,1952,5,27
7806,1938-12-20,users_date,7807,1938,12,20
7807,1969-11-30,users_date,7808,1969,11,30
7808,1991-09-07,users_date,7809,1991,9,7
7809,1957-08-21,users_date,7810,1957,8,21
7810,1947-08-27,users_date,7811,1947,8,27
7811,1941-07-19,users_date,7812,1941,7,19
7812,1958-10-11,users_date,7813,1958,10,11
7813,1999-03-14,users_date,7814,1999,3,14
7814,1983-06-21,users_date,7815,1983,6,21
7815,1984-03-23,users_date,7816,1984,3,23
7816,1943-05-03,users_date,7817,1943,5,3
7817,1998-11-10,users_date,7818,1998,11,10
7818,1997-06-19,users_date,7819,1997,6,19
7819,1970-03-25,users_date,7820,1970,3,25
7820,1974-05-26,users_date,7821,1974,5,26
7821,1960-06-09,users_date,7822,1960,6,9
7822,1977-12-20,users_date,7823,1977,12,20
7823,1938-03-28,users_date,7824,1938,3,28
7824,1994-10-27,users_date,7825,1994,10,27
7825,1996-11-28,users_date,7826,1996,11,28
7826,1977-03-13,users_date,7827,1977,3,13
7827,1933-07-02,users_date,7828,1933,7,2
7828,1978-10-03,users_date,7829,1978,10,3
7829,1985-07-27,users_date,7830,1985,7,27
7830,1997-04-14,users_date,7831,1997,4,14
7831,1938-08-27,users_date,7832,1938,8,27
7832,1954-05-29,users_date,7833,1954,5,29
7833,1982-08-18,users_date,7834,1982,8,18
7834,1996-09-11,users_date,7835,1996,9,11
7835,1981-08-23,users_date,7836,1981,8,23
7836,1983-09-25,users_date,7837,1983,9,25
7837,1984-09-28,users_date,7838,1984,9,28
7838,1954-05-19,users_date,7839,1954,5,19
7839,1955-10-15,users_date,7840,1955,10,15
7840,1997-03-27,users_date,7841,1997,3,27
7841,1985-08-25,users_date,7842,1985,8,25
7842,1979-06-04,users_date,7843,1979,6,4
7843,1932-04-18,users_date,7844,1932,4,18
7844,1970-09-07,users_date,7845,1970,9,7
7845,1938-12-17,users_date,7846,1938,12,17
7846,1968-11-12,users_date,7847,1968,11,12
7847,1954-12-08,users_date,7848,1954,12,8
7848,1933-09-20,users_date,7849,1933,9,20
7849,1984-08-05,users_date,7850,1984,8,5
7850,1982-07-01,users_date,7851,1982,7,1
7851,1998-11-12,users_date,7852,1998,11,12
7852,1976-10-26,users_date,7853,1976,10,26
7853,1939-10-09,users_date,7854,1939,10,9
7854,1984-11-22,users_date,7855,1984,11,22
7855,1955-11-12,users_date,7856,1955,11,12
7856,1988-08-28,users_date,7857,1988,8,28
7857,1992-05-15,users_date,7858,1992,5,15
7858,1990-08-12,users_date,7859,1990,8,12
7859,1939-03-24,users_date,7860,1939,3,24
7860,1998-09-02,users_date,7861,1998,9,2
7861,1941-12-08,users_date,7862,1941,12,8
7862,1947-04-12,users_date,7863,1947,4,12
7863,1952-08-26,users_date,7864,1952,8,26
7864,1954-11-24,users_date,7865,1954,11,24
7865,1957-05-24,users_date,7866,1957,5,24
7866,1943-03-31,users_date,7867,1943,3,31
7867,1972-07-25,users_date,7868,1972,7,25
7868,1974-06-28,users_date,7869,1974,6,28
7869,1996-11-22,users_date,7870,1996,11,22
7870,1960-01-15,users_date,7871,1960,1,15
7871,1965-07-28,users_date,7872,1965,7,28
7872,1992-06-10,users_date,7873,1992,6,10
7873,1975-12-12,users_date,7874,1975,12,12
7874,1952-07-29,users_date,7875,1952,7,29
7875,1974-05-21,users_date,7876,1974,5,21
7876,1995-02-14,users_date,7877,1995,2,14
7877,1939-03-08,users_date,7878,1939,3,8
7878,1964-07-30,users_date,7879,1964,7,30
7879,1972-05-30,users_date,7880,1972,5,30
7880,1969-02-09,users_date,7881,1969,2,9
7881,1994-08-10,users_date,7882,1994,8,10
7882,1964-07-07,users_date,7883,1964,7,7
7883,1965-04-09,users_date,7884,1965,4,9
7884,1952-07-05,users_date,7885,1952,7,5
7885,1970-02-13,users_date,7886,1970,2,13
7886,1997-09-26,users_date,7887,1997,9,26
7887,1963-08-02,users_date,7888,1963,8,2
7888,1979-09-17,users_date,7889,1979,9,17
7889,1946-08-14,users_date,7890,1946,8,14
7890,1981-12-09,users_date,7891,1981,12,9
7891,1991-02-04,users_date,7892,1991,2,4
7892,1989-12-03,users_date,7893,1989,12,3
7893,1989-12-20,users_date,7894,1989,12,20
7894,1976-07-13,users_date,7895,1976,7,13
7895,1950-03-20,users_date,7896,1950,3,20
7896,1945-06-13,users_date,7897,1945,6,13
7897,1970-06-09,users_date,7898,1970,6,9
7898,1983-08-18,users_date,7899,1983,8,18
7899,1973-05-28,users_date,7900,1973,5,28
7900,1973-10-20,users_date,7901,1973,10,20
7901,1992-09-05,users_date,7902,1992,9,5
7902,1942-06-29,users_date,7903,1942,6,29
7903,1933-07-26,users_date,7904,1933,7,26
7904,1981-04-27,users_date,7905,1981,4,27
7905,1968-07-19,users_date,7906,1968,7,19
7906,1992-10-18,users_date,7907,1992,10,18
7907,1999-05-16,users_date,7908,1999,5,16
7908,1963-10-06,users_date,7909,1963,10,6
7909,1947-05-20,users_date,7910,1947,5,20
7910,1936-07-20,users_date,7911,1936,7,20
7911,1991-04-23,users_date,7912,1991,4,23
7912,1967-12-27,users_date,7913,1967,12,27
7913,1940-07-13,users_date,7914,1940,7,13
7914,1970-04-27,users_date,7915,1970,4,27
7915,1979-05-28,users_date,7916,1979,5,28
7916,1973-02-23,users_date,7917,1973,2,23
7917,1954-04-04,users_date,7918,1954,4,4
7918,1988-02-02,users_date,7919,1988,2,2
7919,1989-07-07,users_date,7920,1989,7,7
7920,1959-07-08,users_date,7921,1959,7,8
7921,1986-10-07,users_date,7922,1986,10,7
7922,1997-06-06,users_date,7923,1997,6,6
7923,1933-07-29,users_date,7924,1933,7,29
7924,1934-12-01,users_date,7925,1934,12,1
7925,1949-05-20,users_date,7926,1949,5,20
7926,1982-02-08,users_date,7927,1982,2,8
7927,1994-04-14,users_date,7928,1994,4,14
7928,1982-01-05,users_date,7929,1982,1,5
7929,1948-05-20,users_date,7930,1948,5,20
7930,1983-05-27,users_date,7931,1983,5,27
7931,1982-07-05,users_date,7932,1982,7,5
7932,1978-09-29,users_date,7933,1978,9,29
7933,1982-02-20,users_date,7934,1982,2,20
7934,1975-02-24,users_date,7935,1975,2,24
7935,1970-05-07,users_date,7936,1970,5,7
7936,1983-04-10,users_date,7937,1983,4,10
7937,1987-02-06,users_date,7938,1987,2,6
7938,1990-06-17,users_date,7939,1990,6,17
7939,1983-11-08,users_date,7940,1983,11,8
7940,1984-11-23,users_date,7941,1984,11,23
7941,1952-12-23,users_date,7942,1952,12,23
7942,1972-12-28,users_date,7943,1972,12,28
7943,1940-11-02,users_date,7944,1940,11,2
7944,1999-03-11,users_date,7945,1999,3,11
7945,1952-09-12,users_date,7946,1952,9,12
7946,1956-11-26,users_date,7947,1956,11,26
7947,1973-01-16,users_date,7948,1973,1,16
7948,1958-12-10,users_date,7949,1958,12,10
7949,1965-12-23,users_date,7950,1965,12,23
7950,1953-09-29,users_date,7951,1953,9,29
7951,1985-02-06,users_date,7952,1985,2,6
7952,1939-04-17,users_date,7953,1939,4,17
7953,1956-07-28,users_date,7954,1956,7,28
7954,1935-01-17,users_date,7955,1935,1,17
7955,1951-12-30,users_date,7956,1951,12,30
7956,1993-03-04,users_date,7957,1993,3,4
7957,1991-01-25,users_date,7958,1991,1,25
7958,1952-08-02,users_date,7959,1952,8,2
7959,1950-01-22,users_date,7960,1950,1,22
7960,1932-08-03,users_date,7961,1932,8,3
7961,1996-11-18,users_date,7962,1996,11,18
7962,1965-06-02,users_date,7963,1965,6,2
7963,1981-11-13,users_date,7964,1981,11,13
7964,1994-02-19,users_date,7965,1994,2,19
7965,1942-12-23,users_date,7966,1942,12,23
7966,1936-12-24,users_date,7967,1936,12,24
7967,1976-12-02,users_date,7968,1976,12,2
7968,1951-07-05,users_date,7969,1951,7,5
7969,1935-06-17,users_date,7970,1935,6,17
7970,1972-07-23,users_date,7971,1972,7,23
7971,1939-09-07,users_date,7972,1939,9,7
7972,1987-05-09,users_date,7973,1987,5,9
7973,1981-04-22,users_date,7974,1981,4,22
7974,1940-12-31,users_date,7975,1940,12,31
7975,1995-11-04,users_date,7976,1995,11,4
7976,1968-01-11,users_date,7977,1968,1,11
7977,1941-11-26,users_date,7978,1941,11,26
7978,1962-08-25,users_date,7979,1962,8,25
7979,1967-04-27,users_date,7980,1967,4,27
7980,1967-03-31,users_date,7981,1967,3,31
7981,1939-05-22,users_date,7982,1939,5,22
7982,1976-01-16,users_date,7983,1976,1,16
7983,1957-07-18,users_date,7984,1957,7,18
7984,1975-08-19,users_date,7985,1975,8,19
7985,1971-05-02,users_date,7986,1971,5,2
7986,1987-01-19,users_date,7987,1987,1,19
7987,1981-07-25,users_date,7988,1981,7,25
7988,1956-12-31,users_date,7989,1956,12,31
7989,1947-05-28,users_date,7990,1947,5,28
7990,1952-01-20,users_date,7991,1952,1,20
7991,1951-09-18,users_date,7992,1951,9,18
7992,1932-06-24,users_date,7993,1932,6,24
7993,1958-09-25,users_date,7994,1958,9,25
7994,1991-07-15,users_date,7995,1991,7,15
7995,1956-01-25,users_date,7996,1956,1,25
7996,1997-08-20,users_date,7997,1997,8,20
7997,1997-12-15,users_date,7998,1997,12,15
7998,1935-01-05,users_date,7999,1935,1,5
7999,1978-02-16,users_date,8000,1978,2,16
8000,1978-04-25,users_date,8001,1978,4,25
8001,1949-10-28,users_date,8002,1949,10,28
8002,1948-06-27,users_date,8003,1948,6,27
8003,1985-04-15,users_date,8004,1985,4,15
8004,1970-03-22,users_date,8005,1970,3,22
8005,1989-03-06,users_date,8006,1989,3,6
8006,1981-12-23,users_date,8007,1981,12,23
8007,1989-04-25,users_date,8008,1989,4,25
8008,1977-01-02,users_date,8009,1977,1,2
8009,1983-08-10,users_date,8010,1983,8,10
8010,1987-10-16,users_date,8011,1987,10,16
8011,1990-04-26,users_date,8012,1990,4,26
8012,1947-11-22,users_date,8013,1947,11,22
8013,1990-04-20,users_date,8014,1990,4,20
8014,1992-10-19,users_date,8015,1992,10,19
8015,1982-08-24,users_date,8016,1982,8,24
8016,1971-10-26,users_date,8017,1971,10,26
8017,1985-01-18,users_date,8018,1985,1,18
8018,1954-09-11,users_date,8019,1954,9,11
